,type,lon,lat,geometry
23406,school,28.1814097,59.3652994,POINT (28.1814097 59.3652994)
23407,food,30.4889235,59.936407,POINT (30.4889235 59.936407)
23408,office,30.4120942,59.9214046,POINT (30.4120942 59.9214046)
23409,railway,28.3777779,60.8405101,POINT (28.3777779 60.8405101)
23410,food,30.3552212,59.9431606,POINT (30.3552212 59.9431606)
23411,food,30.3448787,59.9395759,POINT (30.3448787 59.9395759)
23412,food,28.2788951,57.8181146,POINT (28.2788951 57.8181146)
23413,atm,30.7851492,59.6999303,POINT (30.7851492 59.6999303)
23414,food,30.78575,59.7047502,POINT (30.78575 59.7047502)
23415,food,30.7855502,59.6957573,POINT (30.7855502 59.6957573)
23416,atm,30.3626812,59.9290846,POINT (30.3626812 59.9290846)
23417,kgarden,30.456512,59.9086979,POINT (30.456512 59.9086979)
23418,bank,30.3589138,59.944674,POINT (30.3589138 59.944674)
23419,atm,30.3490562,59.9139862,POINT (30.3490562 59.9139862)
23420,atm,30.3416266,59.9143366,POINT (30.3416266 59.9143366)
23421,atm,30.35705,59.8961532,POINT (30.35705 59.8961532)
23422,atm,30.4005328,59.9002021,POINT (30.4005328 59.9002021)
23423,office,42.7257485,62.8505181,POINT (42.7257485 62.8505181)
23424,food,29.460964,61.4756515,POINT (29.460964 61.4756515)
23425,food,30.2128563,60.1453175,POINT (30.2128563 60.1453175)
23426,food,30.2160322,60.1487644,POINT (30.2160322 60.1487644)
23427,food,30.2161607,60.1483634,POINT (30.2161607 60.1483634)
23428,food,32.955387,67.9477078,POINT (32.955387 67.9477078)
23429,food,30.3502839,59.9427407,POINT (30.3502839 59.9427407)
23430,food,30.659665,61.7523496,POINT (30.659665 61.7523496)
23431,food,30.6883516,61.7015376,POINT (30.6883516 61.7015376)
23432,food,30.6997368,61.7096222,POINT (30.6997368 61.7096222)
23433,food,30.346525,59.9201409,POINT (30.346525 59.9201409)
23434,bank,30.436705,59.9624071,POINT (30.436705 59.9624071)
23435,food,30.3586833,59.9382227,POINT (30.3586833 59.9382227)
23436,food,30.3586052,59.9382145,POINT (30.3586052 59.9382145)
23437,food,30.2251917,59.9321333,POINT (30.2251917 59.9321333)
23438,food,30.3673509,59.9462064,POINT (30.3673509 59.9462064)
23439,food,30.2679284,59.9402203,POINT (30.2679284 59.9402203)
23440,food,30.4133531,59.8934722,POINT (30.4133531 59.8934722)
23441,food,30.3437553,59.9268645,POINT (30.3437553 59.9268645)
23442,food,30.2103147,60.0064629,POINT (30.2103147 60.0064629)
23443,food,30.3237104,59.9398547,POINT (30.3237104 59.9398547)
23444,food,30.3132503,59.8408976,POINT (30.3132503 59.8408976)
23445,food,30.3750644,59.9317841,POINT (30.3750644 59.9317841)
23446,food,30.3155246,59.936847,POINT (30.3155246 59.936847)
23447,food,30.4052826,59.8577533,POINT (30.4052826 59.8577533)
23448,food,30.3242515,59.9394681,POINT (30.3242515 59.9394681)
23449,food,30.3282268,59.9233022,POINT (30.3282268 59.9233022)
23450,food,30.3793822,59.942671,POINT (30.3793822 59.942671)
23451,food,30.4523738,59.8621016,POINT (30.4523738 59.8621016)
23452,food,30.3232449,59.9397705,POINT (30.3232449 59.9397705)
23453,food,30.3093797,59.9643209,POINT (30.3093797 59.9643209)
23454,food,30.3630264,59.9465662,POINT (30.3630264 59.9465662)
23455,food,30.4407732,59.8679286,POINT (30.4407732 59.8679286)
23456,food,30.3557155,59.9335761,POINT (30.3557155 59.9335761)
23457,food,30.3417021,59.8535578,POINT (30.3417021 59.8535578)
23458,food,30.291441,59.9427036,POINT (30.291441 59.9427036)
23459,food,30.3273696,59.9428935,POINT (30.3273696 59.9428935)
23460,food,30.3598973,59.9479487,POINT (30.3598973 59.9479487)
23461,food,30.3554649,59.9397157,POINT (30.3554649 59.9397157)
23462,food,30.1515365,59.8675231,POINT (30.1515365 59.8675231)
23463,food,30.2558686,59.934,POINT (30.2558686 59.934)
23464,food,30.3345139,59.9451808,POINT (30.3345139 59.9451808)
23465,food,30.3342501,59.9470235,POINT (30.3342501 59.9470235)
23466,food,30.3338936,59.946939,POINT (30.3338936 59.946939)
23467,food,30.3348412,59.9455309,POINT (30.3348412 59.9455309)
23468,food,30.2896177,59.9098696,POINT (30.2896177 59.9098696)
23469,food,30.4164113,59.9400329,POINT (30.4164113 59.9400329)
23470,food,30.4164742,59.9398978,POINT (30.4164742 59.9398978)
23471,food,30.41642,59.9397172,POINT (30.41642 59.9397172)
23472,food,30.4161823,59.9396339,POINT (30.4161823 59.9396339)
23473,food,30.4162068,59.9395813,POINT (30.4162068 59.9395813)
23474,food,30.4162558,59.939476,POINT (30.4162558 59.939476)
23475,food,30.4173532,59.9397556,POINT (30.4173532 59.9397556)
23476,food,30.4165511,59.9397325,POINT (30.4165511 59.9397325)
23477,food,30.3108958,59.9318513,POINT (30.3108958 59.9318513)
23478,food,30.3346125,59.9459335,POINT (30.3346125 59.9459335)
23479,food,30.3340277,59.9467356,POINT (30.3340277 59.9467356)
23480,food,30.3340852,59.9461336,POINT (30.3340852 59.9461336)
23481,food,30.2423344,60.00383,POINT (30.2423344 60.00383)
23482,food,31.3314436,59.8765922,POINT (31.3314436 59.8765922)
23483,food,20.5126519,54.7045578,POINT (20.5126519 54.7045578)
23484,food,30.286251,59.9628077,POINT (30.286251 59.9628077)
